Item,length,color,Type,Price,STOCK
RCYK,18,001B,1,80,8
RCYK,18,2,1,80,12
RCYK,18,4,1,80,10
RCYK,18,P1B_30,1,82,17
RCYK,18,P1B_33,1,82,15
RCYK,18,P4_27,1,86,5
RCYK,18,P4_30,1,82,14
REBA,,1,9,17,22
REBA,,001B,9,17,2
REBA,,2,9,17,7
REBA,,4,9,17,10
REBA,,34,9,17,8
REBA,,44,9,17,12
REBA,,51,9,17,7
REBA,,280,9,17,5
REBA,,F1B_30,9,17,4
REBA,,F1B_33,9,17,0
REBA,,F1B_BG,9,17,1
REBA,,F4_27,9,17,9
REBA,,F4_30,9,17,5
REBA,,P27_613,9,17,1
REBECCA,,1,5,9.5,52
REBECCA,,001B,5,9.5,47
REBECCA,,2,5,9.5,23
REBECCA,,4,5,9.5,25
REBECCA,,51,5,9.5,1
REBECCA,,280,5,9.5,1
REBECCA,,F1B_30,5,9.5,23
REBECCA,,F1B_33,5,9.5,32
REBECCA,,F237,5,9.5,30
REBECCA,,T1B_BG,5,9.5,0
REMY BW,12,1,1,71,22
REMY BW,12,001B,1,71,17
REMY BW,12,2,1,71,13
REMY BW,12,4,1,71,26
REMY BW,12,27,1,75,14
REMY BW,12,30,1,71,14
REMY BW,12,33,1,71,15
REMY BW,12,P1B_30,1,73,16
REMY BW,12,P1B_33,1,73,12
REMY BW,12,P27_613,1,91,12
REMY BW,12,P4_27,1,75,10
REMY BW,12,P4_30,1,73,17
REMY BW,12,P6_613,1,91,12
REMY BW,14,1,1,77,31
REMY BW,14,001B,1,77,32
REMY BW,14,2,1,77,20
REMY BW,14,4,1,77,17
REMY BW,14,27,1,81,9
REMY BW,14,30,1,77,9
REMY BW,14,33,1,77,8
REMY BW,14,P1B_30,1,79,7
REMY BW,14,P1B_33,1,79,6
REMY BW,14,P27_613,1,97,5
REMY BW,14,P4_27,1,81,2
REMY BW,14,P4_30,1,79,11
REMY BW,14,P6_613,1,97,8
REMY BW,16,1,1,83,20
REMY BW,16,001B,1,83,17
REMY BW,16,2,1,83,7
REMY BW,16,4,1,83,17
REMY BW,16,27,1,89,10
REMY BW,16,30,1,83,6
REMY BW,16,33,1,83,9
REMY BW,16,P1B_30,1,85,13
REMY BW,16,P1B_33,1,85,7
REMY BW,16,P27_613,1,108,11
REMY BW,16,P4_27,1,89,6
REMY BW,16,P4_30,1,85,10
REMY BW,16,P6_613,1,108,9
REMY BW,18,1,1,93,13
REMY BW,18,001B,1,93,24
REMY BW,18,2,1,93,4
REMY BW,18,4,1,93,0
REMY BW,18,27,1,99,2
REMY BW,18,30,1,93,4
REMY BW,18,33,1,93,5
REMY BW,18,P1B_30,1,95,6
REMY BW,18,P1B_33,1,95,1
REMY BW,18,P27_613,1,118,0
REMY BW,18,P4_27,1,99,0
REMY BW,18,P4_30,1,95,8
REMY BW,18,P6_613,1,118,0
REMY FORTE LW,12,1,4,34,47
REMY FORTE LW,12,001B,4,34,-2
REMY FORTE LW,12,2,4,34,23
REMY FORTE LW,12,4,4,34,23
REMY FORTE LW,12,P1B_30,4,36,11
REMY FORTE LW,12,P1B_33,4,36,15
REMY FORTE LW,12,P27_30,4,41,9
REMY FORTE LW,12,P4_27,4,41,18
REMY FORTE LW,12,P4_30,4,36,19
REMY FORTE LW,14,1,4,42,32
REMY FORTE LW,14,001B,4,42,34
REMY FORTE LW,14,2,4,42,27
REMY FORTE LW,14,4,4,42,14
REMY FORTE LW,14,P1B_30,4,44,14
REMY FORTE LW,14,P1B_33,4,44,12
REMY FORTE LW,14,P27_30,4,49,1
REMY FORTE LW,14,P4_27,4,49,15
REMY FORTE LW,14,P4_30,4,44,17
REMY FORTE LW,16,1,4,49,28
REMY FORTE LW,16,001B,4,49,19
REMY FORTE LW,16,2,4,49,4
REMY FORTE LW,16,4,4,49,11
REMY FORTE LW,16,P1B_30,4,51,22
REMY FORTE LW,16,P1B_33,4,51,16
REMY FORTE LW,16,P27_30,4,61,8
REMY FORTE LW,16,P4_27,4,61,12
REMY FORTE LW,16,P4_30,4,51,17
REMY FORTE SC,12,1,4,34,2
REMY FORTE SC,12,001B,4,34,-1
REMY FORTE SC,12,2,4,34,6
REMY FORTE SC,12,4,4,34,9
REMY FORTE SC,12,P1B_30,4,36,6
REMY FORTE SC,12,P1B_33,4,36,14
REMY FORTE SC,12,P27_30,4,41,0
REMY FORTE SC,12,P4_27,4,41,14
REMY FORTE SC,12,P4_30,4,36,5
REMY FORTE SC,14,1,4,42,19
REMY FORTE SC,14,001B,4,42,5
REMY FORTE SC,14,2,4,42,6
REMY FORTE SC,14,4,4,42,0
REMY FORTE SC,14,P1B_30,4,44,17
REMY FORTE SC,14,P1B_33,4,44,7
REMY FORTE SC,14,P27_30,4,49,5
REMY FORTE SC,14,P4_27,4,49,12
REMY FORTE SC,14,P4_30,4,44,3
REMY FORTE SC,16,1,4,49,37
REMY FORTE SC,16,001B,4,49,41
REMY FORTE SC,16,2,4,49,12
REMY FORTE SC,16,4,4,49,13
REMY FORTE SC,16,P1B_30,4,51,13
REMY FORTE SC,16,P1B_33,4,51,16
REMY FORTE SC,16,P27_30,4,61,12
REMY FORTE SC,16,P4_27,4,61,12
REMY FORTE SC,16,P4_30,4,51,15
REMY FORTE SW,12,1,4,34,29
REMY FORTE SW,12,001B,4,34,4
REMY FORTE SW,12,2,4,34,22
REMY FORTE SW,12,4,4,34,12
REMY FORTE SW,12,P1B_30,4,36,0
REMY FORTE SW,12,P1B_33,4,36,15
REMY FORTE SW,12,P27_30,4,41,14
REMY FORTE SW,12,P4_27,4,41,20
REMY FORTE SW,12,P4_30,4,36,20
REMY FORTE SW,14,1,4,42,30
REMY FORTE SW,14,001B,4,42,38
REMY FORTE SW,14,2,4,42,25
REMY FORTE SW,14,4,4,42,24
REMY FORTE SW,14,P1B_30,4,44,21
REMY FORTE SW,14,P1B_33,4,44,17
REMY FORTE SW,14,P27_30,4,49,18
REMY FORTE SW,14,P4_27,4,49,8
REMY FORTE SW,14,P4_30,4,44,0
REMY FORTE SW,16,1,4,49,43
REMY FORTE SW,16,001B,4,49,41
REMY FORTE SW,16,2,4,49,26
REMY FORTE SW,16,4,4,49,34
REMY FORTE SW,16,P1B_30,4,51,25
REMY FORTE SW,16,P1B_33,4,51,17
REMY FORTE SW,16,P27_30,4,61,8
REMY FORTE SW,16,P4_27,4,61,6
REMY FORTE SW,16,P4_30,4,51,-2
REMY FORTE,10,1,4,24,0
REMY FORTE,10,001B,4,24,0
REMY FORTE,10,2,4,24,136
REMY FORTE,10,4,4,24,15
REMY FORTE,10,27,4,31,15
REMY FORTE,10,30,4,24,49
REMY FORTE,10,33,4,24,20
REMY FORTE,10,99J,4,31,59
REMY FORTE,10,P1B_30,4,26,30
REMY FORTE,10,P1B_33,4,26,34
REMY FORTE,10,P27_30,4,31,6
REMY FORTE,10,P4_27,4,31,24
REMY FORTE,10,P4_30,4,26,0
REMY FORTE,12,1,4,31,149
REMY FORTE,12,001B,4,31,223
REMY FORTE,12,2,4,31,171
REMY FORTE,12,4,4,31,92
REMY FORTE,12,27,4,38,26
REMY FORTE,12,30,4,31,19
REMY FORTE,12,33,4,31,39
REMY FORTE,12,99J,4,38,72
REMY FORTE,12,P1B_30,4,33,8
REMY FORTE,12,P1B_33,4,33,35
REMY FORTE,12,P27_30,4,38,0
REMY FORTE,12,P4_27,4,38,12
REMY FORTE,12,P4_30,4,33,0
REMY FORTE,14,1,4,39,485
REMY FORTE,14,001B,4,39,350
REMY FORTE,14,2,4,39,105
REMY FORTE,14,4,4,39,2
REMY FORTE,14,27,4,46,23
REMY FORTE,14,30,4,39,20
REMY FORTE,14,33,4,39,30
REMY FORTE,14,99J,4,46,76
REMY FORTE,14,P1B_30,4,41,3
REMY FORTE,14,P1B_33,4,41,39
REMY FORTE,14,P27_30,4,46,9
REMY FORTE,14,P4_27,4,46,26
REMY FORTE,14,P4_30,4,41,12
REMY FORTE,16,1,4,46,68
REMY FORTE,16,001B,4,46,-2
REMY FORTE,16,2,4,46,2
REMY FORTE,16,4,4,46,7
REMY FORTE,16,27,4,58,44
REMY FORTE,16,30,4,46,31
REMY FORTE,16,33,4,46,35
REMY FORTE,16,99J,4,58,31
REMY FORTE,16,P1B_30,4,48,30
REMY FORTE,16,P1B_33,4,48,22
REMY FORTE,16,P27_30,4,58,41
REMY FORTE,16,P4_27,4,58,0
REMY FORTE,16,P4_30,4,48,40
REMY FORTE,18,1,4,53,189
REMY FORTE,18,001B,4,53,141
REMY FORTE,18,2,4,53,-2
REMY FORTE,18,4,4,53,-7
REMY FORTE,18,27,4,65,-1
REMY FORTE,18,30,4,53,18
REMY FORTE,18,33,4,53,36
REMY FORTE,18,99J,4,65,21
REMY FORTE,18,P1B_30,4,55,25
REMY FORTE,18,P1B_33,4,55,22
REMY FORTE,18,P27_30,4,65,17
REMY FORTE,18,P4_27,4,65,1
REMY FORTE,18,P4_30,4,55,19
REMY FORTE,20,1,4,68,23
REMY FORTE,20,001B,4,68,4
REMY FORTE,20,2,4,68,42
REMY FORTE,20,4,4,68,13
REMY FORTE,20,27,4,80,18
REMY FORTE,20,30,4,68,11
REMY FORTE,20,33,4,68,13
REMY FORTE,22,1,4,78,40
REMY FORTE,22,001B,4,78,50
REMY FORTE,22,2,4,78,23
REMY FORTE,22,4,4,78,21
REMY FORTE,22,27,4,90,19
REMY FORTE,22,30,4,78,9
REMY FORTE,22,33,4,78,13
REMY FORTE,24,1,4,88,67
REMY FORTE,24,001B,4,88,72
REMY FORTE,24,2,4,88,35
REMY FORTE,24,4,4,88,37
REMY FORTE,24,27,4,100,20
REMY FORTE,24,30,4,88,7
REMY FORTE,24,33,4,88,9
REMY LW,12,1,1,71,17
REMY LW,12,001B,1,71,14
REMY LW,12,2,1,71,20
REMY LW,12,4,1,71,11
REMY LW,12,27,1,75,10
REMY LW,12,30,1,71,13
REMY LW,12,33,1,71,10
REMY LW,12,P1B_30,1,73,15
REMY LW,12,P1B_33,1,73,11
REMY LW,12,P27_613,1,91,11
REMY LW,12,P4_27,1,75,9
REMY LW,12,P4_30,1,73,8
REMY LW,12,P6_613,1,91,11
REMY LW,14,1,1,77,16
REMY LW,14,001B,1,77,7
REMY LW,14,2,1,77,28
REMY LW,14,4,1,77,8
REMY LW,14,27,1,81,11
REMY LW,14,30,1,77,14
REMY LW,14,33,1,77,9
REMY LW,14,P1B_30,1,79,8
REMY LW,14,P1B_33,1,79,12
REMY LW,14,P27_613,1,97,10
REMY LW,14,P4_27,1,81,9
REMY LW,14,P4_30,1,79,10
REMY LW,14,P6_613,1,97,14
REMY LW,16,1,1,83,16
REMY LW,16,001B,1,83,18
REMY LW,16,2,1,83,20
REMY LW,16,4,1,83,14
REMY LW,16,27,1,89,11
REMY LW,16,30,1,83,14
REMY LW,16,33,1,83,11
REMY LW,16,P1B_30,1,85,12
REMY LW,16,P1B_33,1,85,10
REMY LW,16,P27_613,1,108,8
REMY LW,16,P4_27,1,89,5
REMY LW,16,P4_30,1,85,10
REMY LW,16,P6_613,1,108,15
REMY LW,18,1,1,93,0
REMY LW,18,001B,1,93,19
REMY LW,18,2,1,93,1
REMY LW,18,4,1,93,1
REMY LW,18,27,1,99,2
REMY LW,18,30,1,93,1
REMY LW,18,33,1,93,5
REMY LW,18,P1B_30,1,95,9
REMY LW,18,P1B_33,1,95,9
REMY LW,18,P27_613,1,118,1
REMY LW,18,P4_27,1,99,1
REMY LW,18,P4_30,1,95,9
REMY LW,18,P6_613,1,118,0
REMY STW,18,1,1,91,17
REMY STW,18,001B,1,91,49
REMY STW,18,2,1,91,29
REMY STW,18,4,1,91,21
REMY STW,18,6,1,91,0
REMY STW,18,8,1,91,0
REMY STW,18,22,1,116,3
REMY STW,18,27,1,97,0
REMY STW,18,30,1,91,0
REMY STW,18,33,1,91,10
REMY STW,18,613,1,116,0
REMY STW,18,P16_24,1,116,0
REMY STW,18,P16_613,1,116,0
REMY STW,18,P24_613,1,116,1
REMY STW,18,P27_24,1,116,1
REMY STW,18,P27_613,1,116,-1
REMY STW,18,P6_24,1,116,0
REMY STW,18,P6_613,1,116,0
REMY STW,22,1,1,115,5
REMY STW,22,001B,1,115,21
REMY STW,22,2,1,115,19
REMY STW,22,4,1,115,17
REMY STW,22,6,1,115,0
REMY STW,22,8,1,115,0
REMY STW,22,22,1,140,0
REMY STW,22,27,1,121,0
REMY STW,22,30,1,115,0
REMY STW,22,33,1,115,12
REMY STW,22,613,1,140,0
REMY STW,22,P16_24,1,140,13
REMY STW,22,P16_613,1,140,4
REMY STW,22,P24_613,1,140,1
REMY STW,22,P27_24,1,140,9
REMY STW,22,P27_613,1,140,0
REMY STW,22,P6_24,1,140,0
REMY STW,22,P6_613,1,140,1
REMY YK,10,1,1,63,65
REMY YK,10,001B,1,63,20
REMY YK,10,2,1,63,28
REMY YK,10,4,1,63,40
REMY YK,10,27,1,67,23
REMY YK,10,30,1,63,4
REMY YK,10,33,1,63,8
REMY YK,10,P1B_30,1,65,25
REMY YK,10,P1B_33,1,65,16
REMY YK,10,P27_613,1,83,15
REMY YK,10,P4_27,1,67,17
REMY YK,10,P4_30,1,65,11
REMY YK,12,1,1,69,22
REMY YK,12,001B,1,69,0
REMY YK,12,2,1,69,34
REMY YK,12,4,1,69,22
REMY YK,12,27,1,73,11
REMY YK,12,30,1,69,6
REMY YK,12,33,1,69,17
REMY YK,12,P1B_30,1,71,19
REMY YK,12,P1B_33,1,71,18
REMY YK,12,P27_613,1,89,19
REMY YK,12,P4_27,1,73,10
REMY YK,12,P4_30,1,71,9
REMY YK,14,1,1,75,22
REMY YK,14,001B,1,75,7
REMY YK,14,2,1,75,29
REMY YK,14,4,1,75,28
REMY YK,14,27,1,79,12
REMY YK,14,30,1,75,13
REMY YK,14,33,1,75,17
REMY YK,14,P1B_30,1,77,21
REMY YK,14,P1B_33,1,77,13
REMY YK,14,P27_613,1,95,11
REMY YK,14,P4_27,1,79,10
REMY YK,14,P4_30,1,77,17
REMY YK,16,1,1,81,0
REMY YK,16,001B,1,81,25
REMY YK,16,2,1,81,29
REMY YK,16,4,1,81,22
REMY YK,16,P1B_30,1,83,16
REMY YK,16,P1B_33,1,83,13
REMY YK,16,P4_27,1,87,16
REMY YK,16,P4_30,1,83,15
REMY YK,18,1,1,91,9
REMY YK,18,001B,1,91,19
REMY YK,18,2,1,91,23
REMY YK,18,4,1,91,16
REMY YK,18,P1B_30,1,93,19
REMY YK,18,P1B_33,1,93,16
REMY YK,18,P4_27,1,97,10
REMY YK,18,P4_30,1,93,10
RIO,,1,2,4.5,46
RIO,,001B,2,4.5,62
RIO,,2,2,4.5,30
RIO,,4,2,4.5,49
RIO,,F1B_27,2,4.5,85
RIO,,F1B_30,2,4.5,124
RIO,,F1B_33,2,4.5,71
RIO,,F1B_350,2,4.5,56
RIO,,F1B_99J,2,4.5,59
RIO,,F1B_BG,2,4.5,48
RIO,,F27_613,2,4.5,204
RIO,,F4_27,2,4.5,177
RIO,,F4_30,2,4.5,119
RITA,,24-27,5,20,52
RITA,,612,5,20,1
ROSA,,1,5,10.5,17
ROSA,,001B,5,10.5,9
ROSA,,2,5,10.5,17
ROSA,,4,5,10.5,25
ROSA,,DYS27_30_33,5,10.5,41
ROSA,,F1010,5,10.5,48
ROSA,,F1B_30,5,10.5,7
ROSA,,F1B_33,5,10.5,37
ROSA,,F4_30,5,10.5,0
ROSA,,L209H_216H,5,10.5,54
ROSA,,P2_145B,5,10.5,50
ROSEMARY,,1,1,13,0
ROSEMARY,,001B,1,13,0
ROSEMARY,,2,1,13,14
ROSEMARY,,4,1,13,29
ROSEMARY,,27,1,18,15
ROSEMARY,,30,1,13,6
ROSEMARY,,33,1,13,8
ROSEMARY,,P1B_30,1,15,9
ROSEMARY,,P1B_33,1,15,0
ROSEMARY,,P1B_350,1,18,18
ROSEMARY,,P1B_99J,1,18,0
ROSEMARY,,P1B_BG,1,18,7
ROSEMARY,,P27_613,1,28,3
ROSEMARY,,P4_27,1,18,21
ROSEMARY,,P4_30,1,15,-1
RUBY,,1,5,13,0
RUBY,,001B,5,13,8
RUBY,,2,5,13,9
RUBY,,4,5,13,12
RUBY,,F1010,5,13,19
RUBY,,F1B_30,5,13,8
RUBY,,F1B_33,5,13,4
RUBY,,F4_30,5,13,11
RUBY,,ST1B_BURG,5,13,9
S ACDN,,4,2,1.5,24
S ACDN,,27,2,1.5,9
S AFS,,1,2,0.95,110
S AFS,,001B,2,0.95,35
S AFS,,2,2,0.95,9
S AFS,,BURG,2,0.95,15
S BOHM,,33,3,2,9
S BOHM,,99J,3,2,9
S BOHM,,BURG,3,2,12
S BX,,1,3,1.5,4
S BX,,001B,3,1.5,11
S BX,,2,3,1.5,160
S BX,,4,3,1.5,172
S BX,,30,3,1.5,57
S BX,,33,3,1.5,27
S BX,,T1B_33,3,1.5,8
S BX,,T1B_613,3,1.5,7
S JEW,,33,3,4,24
S JEW,,P1B_27,3,4,5
S JEW,,P1B_30,3,4,2
S JEW,,P1B_33,3,4,103
S JEW,,P1B_99J,3,4,74
S JEW,,P27_613,3,4,33
S JEW,,T1B_27,3,4,-2
S JEW,,T1B_30,3,4,89
S JEW,,T1B_33,3,4,377
S JEW,,T1B_BG,3,4,33
S JJW,,2,3,1.5,139
S LW,,1,3,4,27
S LW,,001B,3,4,17
S LW,,2,3,4,171
S LW,,4,3,4,40
S LW,,27,3,4,0
S LW,,30,3,4,-2
S LW,,33,3,4,4
S LW,,M99J_350,3,4,3
S LW,,P1B_130,3,4,-1
S LW,,P1B_350,3,4,19
S LW,,P1B_99J,3,4,68
S LW,,T1B_144,3,4,5
S MAYA,,1,3,4,356
S MAYA,,001B,3,4,64
S MAYA,,2,3,4,16
S MAYA,,4,3,4,8
S MAYA,,27,3,4,61
S MAYA,,30,3,4,97
S MAYA,,33,3,4,114
S MAYA,,P1B_130,3,4,161
S MAYA,,P1B_144,3,4,113
S MAYA,,P1B_30,3,4,-5
S MAYA,,P1B_350,3,4,11
S MAYA,,P1B_99J,3,4,146
S MAYA,,P1B_BG,3,4,36
S MAYA,,P27_613,3,4,60
S MAYA,,P30_144,3,4,145
S MAYA,,P4_30,3,4,11
S MAYA,,T1B_144,3,4,103
S MAYA,,T1B_30,3,4,0
S MAYA,,T1B_33,3,4,-4
S MAYA,,T1B_BG,3,4,7
S MIC SY,,1,2,0.5,37
S MIC SY,,001B,2,0.5,37
S MIC SY,,2,2,0.5,38
S MIC SY,,4,2,0.5,37
S MIMI,,1,3,4,-1
S MIMI,,001B,3,4,1
S MIMI,,2,3,4,32
S MIMI,,4,3,4,14
S MIMI,,F18_22,3,4,28
S MIMI,,P18_22,3,4,30
S MIMI,,P1B_130,3,4,62
S MIMI,,P1B_144,3,4,10
S MIMI,,P1B_30,3,4,-10
S MIMI,,P1B_33,3,4,52
S MIMI,,P1B_99J,3,4,133
S MIMI,,P27_613,3,4,115
S MIMI,,P30_144,3,4,25
S MIMI,,P4_30,3,4,1
S MIMI,,P4_8,3,4,22
S MIMI,,T1B_BG,3,4,1
S PIG,,001B,2,1.5,7
S PIG,,27,2,1.5,73
S PIG,,30,2,1.5,65
S PIG,,33,2,1.5,50
S SPL,,2,2,2,4
S SPL,,30,2,2,11
S SPL,,33,2,2,26
S SPL,,99J,2,2,28
S SPL,,BURG,2,2,124
S TP18,,99J,2,4,138
S TP18,,BURG,2,4,348
S TRIP,,1,3,4.5,7
S TRIP,,001B,3,4.5,311
S TRIP,,2,3,4.5,218
S TRIP,,4,3,4.5,186
S TRIP,,27,3,4.5,63
S TRIP,,30,3,4.5,107
S TRIP,,33,3,4.5,117
S TRIP,,144,3,4.5,29
S TRIP,,F4_30,3,4.5,97
S TRIP,,P1B_130,3,4.5,69
S TRIP,,P1B_27,3,4.5,191
S TRIP,,P1B_30,3,4.5,118
S TRIP,,P1B_33,3,4.5,22
S TRIP,,P1B_99J,3,4.5,127
S TRIP,,P1B_BG,3,4.5,54
S TRIP,,P27_613,3,4.5,69
S TRIP,,P30_144,3,4.5,61
S TRIP,,T1B_144,3,4.5,0
S TRIP,,T1B_30,3,4.5,178
S TRIP,,T1B_33,3,4.5,150
S TRIP,,T1B_613,3,4.5,12
S TRIP,,T1B_BG,3,4.5,35
S YK12,,1,3,3.75,53
S YK12,,001B,3,3.75,50
S YK12,,2,3,3.75,0
S YK12,,4,3,3.75,0
S YK12,,27,3,3.75,10
S YK12,,30,3,3.75,24
S YK12,,33,3,3.75,2
S YK12,,613,3,3.75,6
S YK12,,99J,3,3.75,134
S YK12,,M99J_350,3,3.75,14
S YK12,,P1B_144,3,3.75,0
S YK12,,P1B_27,3,3.75,14
S YK12,,P1B_30,3,3.75,25
S YK12,,P1B_33,3,3.75,36
S YK12,,P1B_350,3,3.75,63
S YK12,,P1B_99J,3,3.75,99
S YK12,,P1B_BG,3,3.75,21
S YK12,,P27_613,3,3.75,44
S YK12,,P30_144,3,3.75,15
S YK12,,P4_27,3,3.75,36
S YK12,,P4_30,3,3.75,94
S YK12,,P4_8,3,3.75,51
S YK12,,T1B_33,3,3.75,0
S YK12,,T1B_350,3,3.75,13
S YK12,,TT1B_130,3,3.75,37
S YK12,,TT1B_144,3,3.75,134
S YK12,,TT1B_27,3,3.75,0
S YK12,,TT1B_30,3,3.75,0
S YK12,,TT1B_33,3,3.75,42
S YK12,,TT1B_350,3,3.75,3
S YK12,,TT1B_99J,3,3.75,168
S YK12,,TT1B_BG,3,3.75,0
S YK12,,TT4_27,3,3.75,0
S YK18,,1,3,4.5,54
S YK18,,001B,3,4.5,41
S YK18,,2,3,4.5,19
S YK18,,4,3,4.5,74
S YK18,,27,3,4.5,6
S YK18,,30,3,4.5,1
S YK18,,33,3,4.5,6
S YK18,,613,3,4.5,1
S YK18,,P1B_27,3,4.5,21
S YK18,,P1B_30,3,4.5,56
S YK18,,P1B_33,3,4.5,94
S YK18,,P1B_350,3,4.5,65
S YK18,,P1B_99J,3,4.5,52
S YK18,,P1B_BG,3,4.5,20
S YK18,,P27_613,3,4.5,13
S YK18,,P30_144,3,4.5,59
S YK18,,P4_27,3,4.5,67
S YK18,,P4_30,3,4.5,43
S YK18,,TT1B_33,3,4.5,1
S YK18,,TT1B_350,3,4.5,18
S YK18(1),,1,3,0,38
S YK18(2),,P27_613,3,0,18
S YK18(3),,P4_30,3,0,24
S/CURLY,,001B,7,1.8,445
S/CURLY,,2,7,1.8,447
SANDRA,,1,9,90,30
SANDRA,,001B,9,90,15
SANDRA,,2,9,90,11
SANDRA,,4,9,90,20
SANDRA,,613,9,90,7
SANDRA,,F1B_30,9,90,11
SANDRA,,F1B_33,9,90,34
SANDRA,,F1B_350,9,90,4
SANDRA,,F1B_BG,9,90,38
SANDRA,,F237,9,90,19
SANDRA,,F4_27,9,90,4
SANDRA,,F4_30,9,90,6
SANDRA,,P27_613,9,90,4
SANDRA,,T1B_33,9,90,47
SANDRA,,T1B_BG,9,90,84
SAPHIRE,,1,5,13,35
SAPHIRE,,001B,5,13,26
SAPHIRE,,2,5,13,32
SAPHIRE,,4,5,13,19
SAPHIRE,,F1B_30,5,13,9
SAPHIRE,,F1B_33,5,13,35
SAPHIRE,,F4_27,5,13,24
SAPHIRE,,F4_30,5,13,16
SAPHIRE,,P27_613,5,13,2
SARAH,,1,5,10.5,80
SARAH,,001B,5,10.5,71
SARAH,,2,5,10.5,71
SARAH,,DYA530A_350E,5,10.5,52
SARAH,,DYA99C_27E,5,10.5,54
SARAH,,DYA99C_35B,5,10.5,71
SARAH,,F1B_30,5,10.5,61
SARAH,,F4_30,5,10.5,67
SBW II,,1,3,12,522
SBW II,,001B,3,12,928
SBW II,,2,3,12,777
SBW II,,4,3,12,20
SBW II,,27,3,12,6
SBW II,,30,3,12,5
SBW II,,33,3,12,7
SCARLET,,1,5,15.5,38
SCARLET,,001B,5,15.5,1
SCARLET,,2,5,15.5,14
SCARLET,,4,5,15.5,30
SCARLET,,613,5,15.5,8
SCARLET,,F1B_30,5,15.5,23
SCARLET,,F1B_33,5,15.5,32
SCARLET,,F1B_350,5,15.5,0
SCARLET,,F4_30,5,15.5,21
SCARLET,,P27_613,5,15.5,9
SERI T,,4,2,4.5,28
SERI T,,P1B_27,2,4.5,21
SERI T,,P1B_30,2,4.5,1
SERI T,,P1B_33,2,4.5,87
SERI T,,P1B_BG,2,4.5,45
SERI T,,P27_613,2,4.5,91
SERI T,,TT1B_30,2,4.5,41
SERI T,,TT1B_33,2,4.5,80
SERI T,,TT1B_99J,2,4.5,69
SERI T,,TT27_613,2,4.5,136
SF AFRO(1),,1,3,0,41
SF AFRO(2),,T1B_30,3,0,40
SF AFRO(3),,T1B_350,3,0,36
SHARU,,1,9,25,26
SHARU,,001B,9,25,44
SHARU,,2,9,25,7
SHARU,,4,9,25,0
SHARU,,34,9,25,35
SHARU,,280,9,25,30
SHARU,,DX2216,9,25,0
SHARU,,DX3147,9,25,0
SHARU,,DX4130,9,25,0
SHARU,,DX4145,9,25,1
SHARU,,F1B_30,9,25,10
SHARU,,F1B_33,9,25,30
SHARU,,F4_30,9,25,0
SHORT T,,4,2,4,7
SHORT T,,51,2,4,0
SHORT T,,P1B_144,2,4,64
SHORT T,,P1B_27,2,4,135
SHORT T,,P1B_30,2,4,50
SHORT T,,P1B_33,2,4,137
SHORT T,,P1B_350,2,4,170
SHORT T,,P1B_99J,2,4,141
SHORT T,,P1B_BG,2,4,155
SHORT T,,P27_613,2,4,176
SIENNA,,1,5,13,31
SIENNA,,001B,5,13,-1
SIENNA,,2,5,13,8
SIENNA,,4,5,13,-1
SIENNA,,F1B_30,5,13,5
SIENNA,,F1B_33,5,13,0
SIENNA,,F2_27,5,13,8
SIENNA,,F237,5,13,0
SIENNA,,F4_27,5,13,0
SIENNA,,F4_30,5,13,0
SIENNA,,SPF62M,5,13,-1
SIENNA,,ST319,5,13,6
SIENNA,,ST321,5,13,-1
SK BRD,,1,7,1.5,5
SK BRD,,001B,7,1.5,13
SK BRD,,3,7,1.5,10
SK BRD,,6,7,1.5,0
SK BRD,,27,7,1.5,0
SK BRD,,30,7,1.5,0
SK BRD,,33,7,1.5,1
SK BRD,,99J,7,1.5,197
SK BRD,,P1B_27,7,1.5,1
SK BRD,,P1B_30,7,1.5,34
SK BRD,,P1B_33,7,1.5,57
SK BRD,,P1B_350,7,1.5,117
SK BRD,,P1B_BG,7,1.5,21
SK BRD,,P30_144,7,1.5,-1
SOFIA,,1,5,11,45
SOFIA,,001B,5,11,55
SOFIA,,2,5,11,39
SOFIA,,DYA530A_350E,5,11,56
SOFIA,,DYA99C_27E,5,11,46
SOFIA,,DYA99C_35B,5,11,56
SOFIA,,F1B_30,5,11,42
SOFIA,,F4_30,5,11,44
SORA T,,1,2,5.5,78
SORA T,,001B,2,5.5,72
SORA T,,2,2,5.5,37
SORA T,,4,2,5.5,36
SORA T,,P1B_27,2,5.5,10
SORA T,,P1B_30,2,5.5,25
SORA T,,P1B_33,2,5.5,0
SORA T,,P1B_99J,2,5.5,7
SORA T,,P27_613,2,5.5,16
SORA T,,P30_144,2,5.5,111
SORA T,,TT1B_99J,2,5.5,60
SORA T,,TT1B_BG,2,5.5,17
SORA T,,TT27_613,2,5.5,185
SOUL ZIZI,,1,7,0.85,1755
SOUL ZIZI,,001B,7,0.85,1753
SOUL ZIZI,,2,7,0.85,1819
SOUL ZIZI,,4,7,0.85,1828
SOUL ZIZI,,6,7,0.85,397
SOUL ZIZI,,27,7,0.85,324
SOUL ZIZI,,30,7,0.85,442
SOUL ZIZI,,33,7,0.85,382
SP BRD,,1,7,1.75,1811
SP BRD,,001B,7,1.75,1785
SP BRD,,2,7,1.75,1317
SP BRD,,4,7,1.75,1035
SP BRD,,6,7,1.75,316
SP BRD,,8,7,1.75,118
